Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,,Distance
02-10-2024,20:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,43,,9899
02-10-2024,21:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,41,,7438
02-10-2024,22:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,35,,7979
02-10-2024,23:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,51,,9899
03-10-2024,00:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,41,,7438
03-10-2024,01:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,35,,7979
03-10-2024,02:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,58,,9899
03-10-2024,03:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,26,,7438
03-10-2024,04:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,29,,7979
03-10-2024,05:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,33,,9899
03-10-2024,06:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,27,,7438
03-10-2024,07:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,45,,7979
03-10-2024,08:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,77,,9899
03-10-2024,09:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,70,,7438
03-10-2024,10:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,75,,7979
03-10-2024,11:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,38,,9899
03-10-2024,12:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,45,,7438
03-10-2024,13:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,25,,7979
03-10-2024,14:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,48,,9899
03-10-2024,15:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,57,,7438
03-10-2024,16:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,31,,7979
03-10-2024,17:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,73,,9899
03-10-2024,18:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,81,,7438
03-10-2024,19:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,0,71,,7979
03-10-2024,20:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,38,,9899
03-10-2024,21:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,43,,7438
03-10-2024,22:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,57,,7979
03-10-2024,23:27:10,Thursday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,40,,9899
04-10-2024,00:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,51,,7438
04-10-2024,01:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,53,,7979
04-10-2024,02:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,0,38,,9899
04-10-2024,03:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,27,,7438
04-10-2024,04:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,23,,7979
04-10-2024,05:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,30,,9899
04-10-2024,06:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,48,,7438
04-10-2024,07:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,24,,7979
04-10-2024,08:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,76,,9899
04-10-2024,09:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,1,86,,7438
04-10-2024,10:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,92,,7979
04-10-2024,11:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,1,50,,9899
04-10-2024,12:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,20,,7438
04-10-2024,13:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,45,,7979
04-10-2024,14:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,52,,9899
04-10-2024,15:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,50,,7438
04-10-2024,16:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,33,,7979
04-10-2024,17:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,74,,9899
04-10-2024,18:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,96,,7438
04-10-2024,19:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,87,,7979
04-10-2024,20:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,49,,9899
04-10-2024,21:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,47,,7438
04-10-2024,22:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,24,,7979
04-10-2024,23:27:10,Friday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,42,,9899
05-10-2024,00:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,21,,7438
05-10-2024,01:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,31,,7979
05-10-2024,02:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,54,,9899
05-10-2024,03:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,56,,7438
05-10-2024,04:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,41,,7979
05-10-2024,05:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,37,,9899
05-10-2024,06:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,50,,7438
05-10-2024,07:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,56,,7979
05-10-2024,08:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,47,,9899
05-10-2024,09:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,21,,7438
05-10-2024,10:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,29,,7979
05-10-2024,11:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,45,,9899
05-10-2024,12:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,22,,7438
05-10-2024,13:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,23,,7979
05-10-2024,14:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,34,,9899
05-10-2024,15:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,28,,7438
05-10-2024,16:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,32,,7979
05-10-2024,17:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,54,,9899
05-10-2024,18:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,22,,7438
05-10-2024,19:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,27,,7979
05-10-2024,20:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,1,50,,9899
05-10-2024,21:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,44,,7438
05-10-2024,22:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,0,22,,7979
05-10-2024,23:27:10,Saturday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,30,,9899
06-10-2024,00:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,43,,7438
06-10-2024,01:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,56,,7979
06-10-2024,02:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,51,,9899
06-10-2024,03:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,56,,7438
06-10-2024,04:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,32,,7979
06-10-2024,05:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,47,,9899
06-10-2024,06:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,43,,7438
06-10-2024,07:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,45,,7979
06-10-2024,08:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,26,,9899
06-10-2024,09:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,1,59,,7438
06-10-2024,10:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,34,,7979
06-10-2024,11:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,32,,9899
06-10-2024,12:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,56,,7438
06-10-2024,13:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,24,,7979
06-10-2024,14:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,43,,9899
06-10-2024,15:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,32,,7438
06-10-2024,16:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,45,,7979
06-10-2024,17:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,37,,9899
06-10-2024,18:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,25,,7438
06-10-2024,19:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,53,,7979
06-10-2024,20:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,59,,9899
06-10-2024,21:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,37,,7438
06-10-2024,22:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,35,,7979
06-10-2024,23:27:10,Sunday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,43,,9899
07-10-2024,00:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,46,,7438
07-10-2024,01:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,46,,7979
07-10-2024,02:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,43,,9899
07-10-2024,03:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,40,,7438
07-10-2024,04:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,22,,7979
07-10-2024,05:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,25,,9899
07-10-2024,06:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,38,,7438
07-10-2024,07:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,54,,7979
07-10-2024,08:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,0,75,,9899
07-10-2024,09:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,92,,7438
07-10-2024,10:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,73,,7979
07-10-2024,11:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,32,,9899
07-10-2024,12:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,30,,7438
07-10-2024,13:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,40,,7979
07-10-2024,14:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,1,35,,9899
07-10-2024,15:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,34,,7438
07-10-2024,16:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,35,,7979
07-10-2024,17:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,90,,9899
07-10-2024,18:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,88,,7438
07-10-2024,19:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,73,,7979
07-10-2024,20:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,49,,9899
07-10-2024,21:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,39,,7438
07-10-2024,22:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,34,,7979
07-10-2024,23:27:10,Monday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,38,,9899
08-10-2024,00:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,58,,7438
08-10-2024,01:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,34,,7979
08-10-2024,02:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,0,47,,9899
08-10-2024,03:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,38,,7438
08-10-2024,04:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,47,,7979
08-10-2024,05:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,30,,9899
08-10-2024,06:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,58,,7438
08-10-2024,07:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,33,,7979
08-10-2024,08:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,88,,9899
08-10-2024,09:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,90,,7438
08-10-2024,10:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,1,87,,7979
08-10-2024,11:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,0,22,,9899
08-10-2024,12:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,56,,7438
08-10-2024,13:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,49,,7979
08-10-2024,14:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,0,33,,9899
08-10-2024,15:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,0,54,,7438
08-10-2024,16:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,28,,7979
08-10-2024,17:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,84,,9899
08-10-2024,18:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,71,,7438
08-10-2024,19:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Clear,1,99,,7979
08-10-2024,20:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,37,,9899
08-10-2024,21:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,1,40,,7438
08-10-2024,22:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Foggy,1,28,,7979
08-10-2024,23:27:10,Tuesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,41,,9899
09-10-2024,00:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,38,,7438
09-10-2024,01:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,22,,7979
09-10-2024,02:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,23,,9899
09-10-2024,03:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Cloudy,0,20,,7438
09-10-2024,04:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,43,,7979
09-10-2024,05:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Clear,0,25,,9899
09-10-2024,06:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,58,,7438
09-10-2024,07:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Rainy,1,54,,7979
09-10-2024,08:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,NH-48 → Ring Road → Dilli Haat,Cloudy,0,73,,9899
09-10-2024,09:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Rainy,1,72,,7438
09-10-2024,10:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,70,,7979
09-10-2024,11:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,1,25,,9899
09-10-2024,12:27:10,Wednesday,"IFFCO Chowk, Gurugram",Dilli Haat,Mehrauli-Gurgaon Road → Aurobindo Marg → Ring Road → Dilli Haat,Foggy,0,49,,7438
